id;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16;w17;w18;w19;w20;w21;w22;w23;w24;w25;w26;w27;w28;w29;w30;państwo_oś;macierz_gospodarcze;macierz_społeczne;wykszt_ojca;wykszt_matki;rok_studiów;kierunek_studiów;praca;miejsc_pochodzenia;rok_urodzenia;płeć
201;3;3;1;1;2;1;2;1;1;1;1;2;3;2;1;2;2;3;2;3;2;1;2;2;2;2;2;1;2;1;2;1;2;1;1;1;;;1;2;1;1;1;1;1;2;;2;1;1;2;1;2;3;3;2;5;5;2;DEMOGR;2;5;1994;1
202;1;3;2;2;1;1;3;2;3;1;3;2;2;2;2;1;2;3;2;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;1;2;1;1;1;2;2;1;2;1;2;2;1;1;1;2;6;2;3;3;4;2;MAT;2;4;1991;2
203;1;2;1;2;3;2;1;3;3;2;1;3;2;2;2;3;2;2;3;1;3;1;1;2;2;;2;;1;1;1;1;2;;1;1;;2;1;1;1;1;1;1;;1;1;;;;;;;3;;;5;4;2;MAT;3;4;1995;1
204;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;2;1;2;2;1;2;5;3;4;5;5;2;MAT;2;5;1993;2
205;1;2;3;2;1;3;1;3;2;2;1;2;2;2;1;2;2;2;2;3;3;3;2;2;1;1;1;1;1;2;1;1;2;2;1;2;1;2;1;1;1;2;2;1;1;2;1;2;1;2;1;2;2;7;3;2;5;5;3;MATMA EKO;3;4;1993;1
206;1;2;1;1;2;2;1;1;2;2;3;2;1;2;1;2;1;1;2;2;2;1;1;1;2;;1;1;1;2;2;1;2;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;2;2;1;2;5;3;3;6;6;2;MATMA EKO;2;5;1993;2
207;3;1;1;2;3;3;1;3;2;2;3;3;3;2;1;2;3;2;2;1;2;1;2;1;2;1;2;1;1;1;2;1;2;2;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;2;1;1;2;3;3;3;5;4;3;MATMA EKO;1;4;1992;1
208;2;1;1;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;3;2;1;2;1;1;1;1;2;1;2;1;2;2;1;2;2;1;1;1;2;2;1;1;2;1;2;1;1;1;1;2;7;3;4;4;4;1;MATMA EKO;3;2;1995;1
209;2;2;1;1;2;3;3;3;1;1;3;3;1;2;2;2;3;2;3;3;3;1;3;1;2;2;1;1;1;1;2;1;2;2;1;2;1;2;1;1;1;2;2;1;1;2;1;1;1;2;1;1;2;5;4;4;5;5;1;MATMA EKO;2;5;1995;2
210;2;2;1;2;2;1;2;1;1;1;1;2;3;2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;2;1;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;5;3;3;4;3;2;ZARZ;3;4;1993;2
211;3;1;1;2;1;1;1;1;1;2;1;2;2;2;1;2;1;1;3;3;3;3;2;2;1;1;2;1;1;2;1;1;2;2;1;2;;2;2;1;1;1;2;2;1;1;2;1;1;2;2;1;1;5;3;2;5;5;2;ZARZ;1;5;1993;1
212;2;3;1;1;1;3;1;2;3;3;3;3;2;2;1;1;1;3;3;3;3;1;2;1;1;2;2;2;2;1;2;1;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1;1;2;2;1;1;2;5;3;3;3;4;2;ZARZ;3;3;1993;1
213;1;2;1;2;2;2;3;2;3;3;1;2;1;2;1;2;2;2;3;1;1;1;1;2;1;1;2;2;1;1;2;2;2;1;1;1;1;2;2;1;1;2;2;1;1;2;1;1;1;2;1;1;2;4;4;1;4;3;2;ZARZ;3;3;1994;1
214;1;2;1;2;3;3;2;1;3;2;1;2;1;2;3;2;2;2;2;3;3;1;3;1;2;1;2;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;6;3;3;5;5;2;ZARZ;2;5;1994;1
215;1;3;1;2;1;3;1;3;1;2;1;2;1;2;2;2;2;2;3;1;3;1;2;2;2;1;1;2;2;;1;2;2;2;2;1;2;;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;5;;;4;4;2;ZARZ;2;5;1991;1
216;2;3;1;2;1;1;1;1;3;2;1;2;3;2;1;2;3;3;2;1;1;2;2;1;1;1;1;2;1;2;1;2;2;2;2;1;2;2;1;1;1;1;2;1;1;2;2;1;2;1;1;2;2;4;;;5;4;2;ZARZ;3;3;1994;2
217;2;2;1;1;1;1;2;2;2;1;2;1;1;2;1;2;2;1;2;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;1;1;;;1;2;2;1;;1;1;2;1;1;1;2;2;1;2;2;4;3;5;5;3;ZARZ;3;4;1991;2
218;1;1;1;2;2;2;1;1;1;3;1;2;1;2;1;2;3;2;3;3;3;3;2;1;2;2;1;2;1;2;1;2;2;1;1;2;1;2;1;2;1;2;2;1;1;2;1;1;1;2;1;1;2;;;;4;3;2;ZARZ;3;3;1993;1
219;2;2;1;2;2;3;1;1;1;2;1;2;3;2;1;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;2;1;2;1;1;1;1;2;2;2;1;1;1;1;1;2;5;3;4;3;3;2;ZARZ;2;3;1993;1
220;1;3;1;2;1;1;1;1;3;1;1;2;2;2;2;2;1;3;1;3;3;3;2;1;2;1;1;1;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;1;;1;1;1;1;2;1;1;2;5;2;3;5;5;2;ZARZ;2;4;1992;1
221;1;2;1;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;2;2;1;2;1;1;2;2;1;1;1;2;1;2;2;1;2;1;1;2;2;1;2;1;1;1;2;6;3;2;3;3;2;ZARZ;2;4;1993;1
222;2;1;1;2;1;1;1;3;1;2;2;2;3;2;2;2;3;2;3;2;2;1;2;2;2;1;2;1;1;2;2;;2;;1;1;;;1;;1;2;;1;1;2;1;1;1;1;1;1;2;5;3;2;6;5;2;ZARZ;1;5;1996;1
223;1;1;2;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;1;1;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;;2;1;1;2;6;3;2;6;6;2;MAT;1;5;1994;1
224;2;2;2;2;2;1;2;2;2;1;2;1;1;2;1;2;2;1;2;2;2;1;1;1;2;1;2;2;2;1;2;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;4;2;;6;2;ZARZ;3;5;1993;2
225;1;2;1;1;2;1;1;1;1;2;2;2;1;3;1;2;2;2;3;2;2;3;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;2;1;1;2;1;1;2;1;1;2;2;1;1;2;2;3;3;3;4;2;ZARZ;2;3;1993;2
226;3;2;1;1;2;1;1;1;1;1;1;2;2;2;1;3;2;3;3;2;3;1;2;1;2;1;2;1;2;1;2;2;;;1;2;1;1;1;2;1;1;;1;1;;;;;2;;;;5;3;3;3;3;2;ZARZ;2;5;1993;1
227;1;2;3;2;1;1;2;2;1;1;3;2;3;2;1;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;1;2;2;2;4;3;4;4;2;ZARZ;2;4;1993;2
228;1;2;1;2;3;1;1;1;1;2;1;2;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;2;1;2;1;1;1;2;2;1;1;2;1;1;1;1;2;1;2;4;;;4;5;2;ZARZ;3;3;1992;1
229;2;2;1;1;2;1;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2;1;2;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;2;2;1;2;4;3;3;5;4;2;ZARZ;1;3;1994;2
230;1;2;1;2;1;2;1;1;1;3;1;2;3;2;1;2;3;2;2;1;3;1;3;1;1;1;2;2;1;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1;1;2;1;1;1;2;2;1;2;3;3;3;4;4;2;ZARZ;2;3;1993;1
231;2;1;1;2;2;2;2;1;1;1;1;3;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;2;1;2;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;2;1;1;1;1;2;1;2;4;3;3;6;6;2;ZARZ;3;4;1992;2
232;1;1;1;2;1;1;1;3;2;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;1;2;1;1;2;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;1;1;2;2;3;3;6;6;2;ZARZ;1;4;1995;1
233;2;1;1;2;2;3;1;3;3;2;1;2;2;2;1;1;3;3;3;3;3;3;2;2;2;2;1;1;2;1;2;1;2;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;1;2;2;1;2;5;2;2;3;4;2;ZARZ;3;3;1992;2
234;1;2;1;1;1;1;1;3;3;2;1;2;1;2;1;2;2;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;;2;1;;2;1;2;1;1;2;1;1;2;1;1;2;2;;1;2;4;4;1;4;4;2;ZARZ;3;4;1993;1
235;2;1;1;3;1;2;1;3;1;2;1;2;3;2;2;2;2;3;2;2;2;3;2;1;2;1;2;1;2;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;5;3;3;5;5;2;ZARZ;2;3;1994;1
236;2;2;1;2;2;2;1;1;1;1;3;2;1;2;1;2;2;2;2;1;3;1;1;1;1;1;2;1;2;1;2;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;2;2;1;2;3;3;3;5;5;2;ZARZ;3;5;1993;2
237;1;1;1;2;2;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;2;1;2;2;1;1;2;2;1;1;1;2;1;2;2;1;1;1;1;2;2;1;2;1;1;1;2;6;3;2;3;4;2;ZARZ;3;5;1994;1
238;2;2;1;1;1;2;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;2;2;1;1;1;1;2;2;2;1;2;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;1;1;1;1;2;5;3;3;3;3;3;REST OBR;3;1;1992;1
239;2;2;1;1;2;3;1;1;1;1;1;2;2;3;2;2;3;2;2;1;2;1;1;1;2;2;1;2;1;2;2;1;2;2;1;2;2;2;1;2;2;1;1;1;1;1;2;1;2;1;2;1;1;8;3;3;5;4;3;REST RZEŹB;1;5;1991;2
240;3;1;1;1;3;1;1;2;3;2;1;2;2;2;1;2;3;2;3;2;2;1;2;2;2;2;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;2;1;1;2;2;1;2;1;2;1;2;2;5;2;2;5;4;3;REST OBR;1;2;1993;1
241;3;3;1;2;3;3;3;1;2;2;1;2;2;2;3;3;2;2;2;2;2;3;3;1;1;2;1;1;2;1;1;2;2;2;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;4;3;3;5;5;3;MALAR;1;4;1992;1
242;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;2;2;3;1;3;3;1;1;;1;1;2;;2;1;2;;2;;2;2;;2;1;;1;2;;;1;2;1;;1;2;;1;2;5;3;3;5;4;3;REST OBR;3;3;1976;1
243;1;2;1;2;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;2;2;1;2;1;1;2;1;2;3;3;2;5;5;3;REST OBR;3;4;1990;1
244;1;1;1;1;2;3;1;1;1;2;1;2;2;2;1;3;2;3;1;3;3;1;2;2;2;2;1;2;1;1;2;1;2;2;1;2;1;2;1;2;2;2;1;1;1;2;1;2;1;2;2;1;1;5;3;2;;4;2;GRAFIKA;2;3;1993;1
245;2;3;1;3;3;2;1;3;1;1;3;2;3;2;3;3;2;3;3;3;2;3;3;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;2;2;1;1;2;2;1;2;1;2;1;1;2;9;3;3;4;5;3;REST OBR;1;4;1991;1
246;1;2;1;1;2;2;1;1;1;2;1;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;1;2;6;3;3;6;5;3;INFA;2;5;1992;2
247;2;1;1;2;2;3;1;3;1;3;1;3;1;1;3;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;2;1;2;1;1;1;2;2;1;2;1;1;2;1;2;2;1;1;1;1;2;1;2;3;4;3;3;4;3;INFA;3;5;1991;2
248;1;2;1;2;2;1;1;2;1;1;2;2;1;1;1;2;2;1;2;2;2;1;1;1;2;1;2;1;1;2;2;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;2;4;2;5;4;3;INFA;3;5;1991;2
249;2;1;1;3;1;1;1;1;1;2;3;2;1;2;2;2;2;1;2;2;2;1;2;2;2;1;1;1;2;1;2;1;2;;1;2;2;2;1;1;1;1;;1;1;2;1;1;1;;1;1;2;3;4;3;5;4;3;INFA;2;5;1993;1
250;1;2;1;2;2;2;1;2;1;2;1;1;2;2;2;2;2;2;1;1;2;1;2;1;2;1;2;2;2;2;2;1;1;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2;2;1;;7;2;2;5;4;3;INFA;3;3;1991;2
251;1;3;1;2;3;3;1;1;1;1;1;2;2;2;1;2;2;2;2;3;1;3;1;1;2;1;1;1;2;1;2;1;2;2;1;1;2;2;1;2;1;1;2;1;2;2;1;1;1;2;1;1;2;6;2;3;5;4;3;INFA;1;5;1991;2
252;1;2;1;1;2;1;1;2;1;2;1;2;1;2;1;2;2;2;2;2;2;1;2;2;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;2;4;3;5;5;3;INFA;2;5;1993;2
253;1;2;3;2;1;3;3;1;3;2;2;2;3;2;3;2;3;2;3;1;1;3;2;2;2;1;2;1;1;2;2;1;2;;;;;;2;;1;;;1;2;;1;;;;;;;5;4;2;3;3;3;INFA;2;2;1990;2
254;2;2;1;1;1;1;1;2;3;1;2;2;3;2;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;2;1;1;2;2;1;2;2;2;1;1;2;1;2;1;1;2;1;2;1;1;2;1;2;3;3;2;5;4;3;INFA;3;4;1992;2
255;2;2;1;2;1;1;1;2;1;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;1;1;2;1;1;2;1;2;1;2;1;1;2;5;3;2;5;5;3;INFA;1;3;1992;2
256;1;2;1;1;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;2;1;1;1;2;2;2;1;2;2;2;1;2;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;6;4;3;5;5;3;INFA;3;3;1991;2
257;1;2;3;1;2;1;3;3;1;2;1;2;1;2;1;2;2;3;2;1;1;1;1;1;1;2;2;1;2;1;2;1;2;2;1;2;1;2;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;2;3;3;3;3;3;INFA;3;5;1992;2
258;1;2;1;2;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;1;2;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;2;;1;2;1;1;0;;;3;6;3;INFA;3;4;1992;2
259;1;3;1;2;1;3;1;1;2;2;1;2;3;1;2;3;2;2;2;1;3;1;2;2;2;1;2;2;1;1;2;1;2;2;1;1;2;2;1;2;1;2;2;1;1;2;2;1;;;;1;;5;;;;;2;INFA;;;;
260;2;1;1;1;3;1;1;2;2;2;1;1;3;3;2;1;2;2;3;1;1;1;3;1;1;;2;;2;1;1;1;2;;2;1;;;1;2;1;;1;1;1;2;1;1;;2;1;1;2;3;3;3;5;5;3;INFA;3;3;1991;2
261;2;2;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;4;4;3;4;4;2;ZARZ;1;4;1992;1
262;2;1;3;1;2;2;1;1;3;2;1;2;2;2;1;2;2;3;3;2;3;1;2;1;2;2;2;1;2;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;6;3;3;5;5;2;DYPLO;2;5;1994;2
263;1;2;1;1;1;1;1;3;1;1;1;2;2;2;1;3;1;2;2;3;3;1;2;2;1;1;2;2;1;1;2;2;2;1;1;2;1;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;3;3;5;5;2;STOS;2;5;1994;1
264;1;3;1;1;1;1;1;3;1;1;1;2;1;2;1;3;1;2;2;1;1;1;2;2;1;1;2;1;1;;2;2;2;1;1;2;2;2;1;1;1;1;2;1;1;2;1;2;1;2;1;1;1;2;3;2;4;5;2;PRAWO;3;5;1994;1
265;1;2;1;1;2;1;1;1;3;1;1;2;1;2;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;1;2;1;1;2;2;1;1;2;1;2;4;3;4;5;5;2;ZARZ;3;5;1993;2
266;1;2;1;2;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;1;1;2;1;1;2;2;2;1;2;1;1;2;4;3;3;4;4;1;HANDEL;3;4;1995;2
267;1;3;1;1;3;1;1;3;1;1;1;2;3;1;1;3;2;3;2;3;2;1;2;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;3;3;3;5;4;2;HANDEL;2;3;1994;1
268;2;1;1;1;2;1;1;3;1;1;1;2;1;3;1;2;2;1;3;3;3;1;1;2;1;1;2;1;2;1;2;2;2;;1;2;1;2;1;2;1;1;2;1;1;2;1;1;2;2;2;2;1;4;3;2;3;4;2;PRAWO;2;3;1993;1
269;2;2;3;1;2;3;1;1;1;2;2;2;1;1;1;2;3;2;1;1;1;1;3;1;1;1;2;1;2;;2;1;;2;2;;;2;1;1;1;1;1;1;2;;1;;1;2;;1;2;8;4;1;4;4;2;PRAWO;3;3;1994;1
270;1;2;1;1;2;1;1;1;1;2;1;2;2;2;2;2;3;2;2;2;2;3;2;1;2;;1;1;1;2;2;;;;1;;;;;2;;1;2;1;1;;;;1;;1;1;2;2;4;3;3;3;1;HANDEL;2;1;1994;2
271;2;2;1;3;3;2;1;1;2;1;1;2;2;2;2;2;2;2;2;3;3;3;2;1;2;;2;;1;1;2;1;;1;1;;;;1;2;1;1;1;2;1;2;1;1;1;;;1;;6;3;3;5;5;2;MATEM. MET;2;5;1993;1
272;2;2;1;2;2;1;1;1;1;2;1;2;1;2;1;2;1;2;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;2;1;1;2;2;1;2;1;2;2;1;1;2;1;2;1;2;1;1;2;3;3;3;5;4;1;KWANT;0;5;1994;2
273;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;2;2;1;2;1;2;1;1;1;2;1;1;2;2;1;2;1;1;2;1;2;1;2;2;1;2;2;4;1;5;5;;GRAFIKA;;;;
274;1;2;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;;2;2;;;1;1;1;2;2;1;1;;1;;1;2;;1;2;5;2;2;5;4;1;HANDEL;2;4;1995;1
275;2;2;2;2;1;2;1;1;1;2;3;2;1;2;3;2;2;2;2;2;3;2;2;2;1;2;2;1;1;1;2;1;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;5;3;3;4;4;1;HANDEL;2;4;1995;1
276;1;2;1;2;2;2;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;;2;;1;1;2;1;2;;2;;1;1;;;;2;1;1;;1;1;2;;1;1;;1;1;2;5;3;3;5;5;2;ZARZ;3;4;1990;1
277;1;2;1;2;3;2;1;3;3;2;1;2;2;2;2;3;3;2;3;1;3;3;2;1;2;1;2;1;1;2;2;1;2;2;;1;2;2;2;1;1;1;1;1;2;1;2;2;1;2;1;1;2;3;3;3;4;4;2;INFA;0;5;1993;1
278;1;1;1;3;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;2;1;1;2;2;1;2;1;1;1;2;1;1;2;1;2;2;1;1;2;1;1;2;1;1;1;2;3;3;3;5;5;2;INF;0;5;;2
279;1;2;2;1;3;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;5;4;4;3;4;2;GRAFIKA;0;2;1994;1
280;1;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;2;1;2;2;1;;1;2;1;2;1;1;2;1;1;;1;1;1;2;1;1;;6;2;4;5;5;2;ZARZ;3;5;1992;1
281;1;2;1;2;3;3;1;1;1;2;1;2;3;2;1;2;2;2;2;1;1;3;2;2;2;2;1;1;1;2;2;1;2;2;1;;;2;1;1;1;1;;1;1;2;;;1;2;1;1;2;7;3;3;5;6;2;PRAWO;3;5;1993;1
282;1;2;1;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;1;2;1;1;2;1;1;1;1;;2;3;5;4;2;ZARZ;3;5;1994;1
283;2;2;3;1;2;1;2;3;2;3;1;1;1;2;3;2;2;1;2;2;2;1;2;1;2;1;2;;1;1;2;1;;1;;2;1;2;1;2;1;1;2;1;1;2;2;1;1;2;1;2;1;3;;;4;5;;GRAFIKA;;;;
284;1;1;1;1;1;2;1;1;1;2;3;2;3;2;3;2;2;3;2;3;3;1;3;1;2;1;2;1;2;;2;;2;1;1;1;;;1;1;1;2;1;1;1;;2;1;1;1;1;1;2;5;3;3;4;4;;GRAFIKA;;;;
285;1;2;1;2;1;2;1;2;1;1;3;2;3;3;1;2;3;1;2;2;2;3;1;2;2;;2;2;1;;2;;2;;2;;;;1;2;2;2;1;1;1;;1;;1;;;1;2;4;4;3;6;6;2;DYPLO;0;2;1995;2
286;1;1;1;2;1;3;1;3;1;2;1;2;2;2;1;3;2;3;2;1;1;1;2;1;2;1;1;2;1;1;1;2;1;1;1;2;2;1;1;1;2;2;2;1;1;2;1;1;1;1;2;1;2;7;2;2;5;4;2;INF;3;5;1990;1
287;1;2;3;2;2;1;1;1;1;1;3;2;3;3;1;2;2;2;2;1;3;1;2;1;1;1;2;1;1;1;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;1;2;1;1;1;1;1;2;3;3;2;5;4;2;INF;2;3;1994;2
288;2;2;1;2;1;2;1;1;2;2;1;2;2;2;1;1;2;2;2;3;3;3;2;1;2;1;1;1;1;2;2;1;2;2;1;2;2;1;;1;2;2;1;1;1;2;2;1;;1;1;2;2;5;;;5;5;2;INF;0;5;1994;1
289;2;1;1;1;2;1;3;1;1;2;1;2;3;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;2;1;1;2;7;3;3;4;4;2;ZARZ;3;3;1993;2
290;1;1;3;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;3;1;1;1;1;2;1;2;2;2;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2;2;1;2;4;3;2;4;4;2;PRAWO;2;1;1994;1
291;1;2;1;2;1;2;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;1;2;1;2;2;1;1;1;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;7;1;1;5;6;1;HANDEL;2;5;1994;1
292;3;2;1;2;3;1;3;1;2;2;1;2;3;2;3;2;3;2;2;3;2;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;7;3;3;5;5;2;ZARZ;2;5;1994;1
293;1;2;1;2;1;1;1;2;3;2;3;2;1;2;2;2;3;1;3;2;2;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;1;1;2;1;1;2;2;1;1;2;6;3;2;3;4;2;INF;3;2;1991;2
294;1;2;1;1;2;1;3;2;1;1;1;2;3;3;1;2;2;2;1;3;3;3;1;1;2;1;2;1;1;1;2;1;2;2;1;1;1;1;1;2;1;2;1;1;1;2;1;2;1;2;2;1;1;7;3;3;5;4;2;PRAWO;0;3;1993;2
295;1;2;1;3;2;1;1;2;3;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;1;2;2;1;2;2;2;1;1;1;2;1;1;1;2;2;1;1;2;1;1;2;2;3;4;5;5;2;STOS;2;3;1993;1
296;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;7;3;3;4;3;2;HANDEL;3;2;1994;1
297;2;3;1;1;2;2;1;1;2;2;3;2;1;1;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;;2;;2;;1;;;2;;2;;;1;;1;;;;;;;;;4;4;4;5;5;2;DYPLO;2;4;1994;1
298;1;1;1;1;1;3;1;1;2;1;1;2;2;2;1;2;1;1;2;1;1;3;2;1;2;2;2;1;1;2;2;1;2;2;1;1;2;2;1;2;1;2;1;2;1;2;2;2;1;2;1;2;1;5;3;3;4;5;2;GRAFIKA;2;5;1993;1
299;2;2;1;1;3;1;1;3;3;1;2;1;1;1;1;2;2;2;3;3;3;3;1;2;2;1;2;1;1;1;2;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;1;2;1;2;2;1;1;6;3;3;3;5;2;ZARZ;0;2;1993;1
300;1;2;1;2;2;1;1;1;1;1;1;2;2;2;2;2;3;3;2;1;1;1;1;1;2;1;2;;2;2;2;1;;;2;1;1;1;1;2;1;2;1;1;1;2;1;2;1;;2;;1;7;3;2;4;5;2;KSIĘG.;0;4;1993;1
301;1;2;1;2;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1;1;2;1;;2;1;1;2;1;1;1;1;;2;1;;2;1;2;1;2;2;1;1;2;1;1;1;1;2;1;2;6;3;4;3;4;1;KSIĘG.;2;4;1995;1
302;3;3;3;2;1;3;1;1;2;2;3;1;3;3;3;1;1;1;3;1;3;2;3;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1;1;1;2;2;2;1;2;1;1;2;1;2;1;2;1;5;2;1;6;4;1;PODATKI;;5;1996;2
303;1;1;2;1;2;1;2;2;3;1;2;1;1;3;1;2;2;3;1;2;2;1;3;1;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;1;1;2;1;1;2;1;1;1;2;1;2;2;1;4;4;3;4;3;G. NAR;2;5;1990;2
